code_module,code_presentation,id_student,gender,age-band,imd-band,high-education,region,prev-attempts,studied-credits,disability,avg-score,final-result,withdrawl
AAA,2013J,1889511,M,35-55,50-60%,A Level or Equivalent,Yorkshire Region,0,60,N,72,Pass,0
AAA,2013J,1889577,F,35-55,70-80%,A Level or Equivalent,South Region,0,60,Y,73.6,Pass,0
AAA,2013J,1894188,F,0-35,80-90%,A Level or Equivalent,East Midlands Region,0,60,N,70.4,Pass,0
AAA,2013J,1938355,M,35-55,90-100%,A Level or Equivalent,South Region,0,60,N,73,Pass,0
AAA,2013J,1942396,F,35-55,40-50%,Lower Than A Level,East Anglian Region,0,120,Y,53.6,Pass,0
AAA,2013J,1970390,M,35-55,0-10%,Lower Than A Level,West Midlands Region,0,60,N,83.6,Withdrawn,1
AAA,2013J,1976139,M,35-55,50-60%,Lower Than A Level,Ireland,0,120,N,67.25,Pass,0
AAA,2013J,2011876,F,0-35,90-100%,A Level or Equivalent,East Anglian Region,0,60,Y,76,Pass,0
AAA,2013J,2012966,M,35-55,30-40%,Lower Than A Level,North Western Region,0,60,N,78.4,Pass,0
AAA,2013J,2051699,F,35-55,70-80%,Lower Than A Level,South West Region,0,60,N,66.6,Pass,0
AAA,2013J,2062879,F,0-35,60-70%,A Level or Equivalent,East Anglian Region,0,60,N,61.2,Fail,0
AAA,2013J,2065691,M,35-55,30-40%,A Level or Equivalent,London Region,0,330,Y,35.66666667,Withdrawn,1
AAA,2013J,2073016,F,35-55,30-40%,Lower Than A Level,London Region,0,60,N,58.85714286,Withdrawn,1
AAA,2013J,2080474,F,35-55,90-100%,A Level or Equivalent,South Region,0,60,N,69.6,Pass,0
AAA,2013J,2083877,F,0-35,0-10%,A Level or Equivalent,West Midlands Region,0,120,N,67.8,Pass,0
AAA,2013J,2084066,F,35-55,50-60%,Lower Than A Level,South West Region,0,60,N,59.75,Fail,0
AAA,2013J,2104505,M,35-55,0-10%,Lower Than A Level,West Midlands Region,0,60,N,65.6,Pass,0
AAA,2013J,2122180,F,35-55,80-90%,Lower Than A Level,North Western Region,0,60,N,82.4,Distinction,0
AAA,2013J,2139353,M,35-55,50-60%,A Level or Equivalent,London Region,0,120,N,66.5,Withdrawn,1
AAA,2013J,2143752,F,35-55,70-80%,Lower Than A Level,South Region,0,60,N,52.6,Pass,0
AAA,2013J,2146792,M,55<=,20-30%,HE Qualification,North Western Region,0,60,N,70,Pass,0
AAA,2013J,2149225,M,35-55,70-80%,A Level or Equivalent,Scotland,0,60,Y,0,Withdrawn,1
AAA,2013J,2153153,F,0-35,40-50%,A Level or Equivalent,Yorkshire Region,0,60,N,62.2,Pass,0
AAA,2013J,2155014,F,0-35,80-90%,Lower Than A Level,West Midlands Region,0,60,Y,73.8,Pass,0
AAA,2013J,2164705,F,0-35,40-50%,A Level or Equivalent,North Western Region,0,120,N,70,Fail,0
AAA,2013J,2171627,F,35-55,30-40%,A Level or Equivalent,Yorkshire Region,0,60,N,69,Pass,0
AAA,2013J,2182846,F,35-55,70-80%,A Level or Equivalent,London Region,0,60,N,66,Pass,0
AAA,2013J,2194100,F,35-55,50-60%,A Level or Equivalent,East Anglian Region,0,60,N,67.2,Pass,0
AAA,2013J,2197016,F,35-55,30-40%,HE Qualification,North Western Region,0,60,N,75.6,Pass,0
AAA,2013J,2208424,M,0-35,20-30%,A Level or Equivalent,Scotland,0,60,N,71.2,Pass,0
AAA,2013J,2229865,F,35-55,10-20,A Level or Equivalent,West Midlands Region,0,60,N,76.4,Pass,0
AAA,2013J,2255601,F,35-55,80-90%,A Level or Equivalent,South Region,0,120,N,54.5,Withdrawn,1
AAA,2013J,2268379,F,0-35,20-30%,A Level or Equivalent,East Midlands Region,0,60,N,83,Pass,0
AAA,2013J,2278464,M,35-55,30-40%,Lower Than A Level,South Region,0,60,N,51.4,Pass,0
AAA,2013J,2293923,M,0-35,90-100%,A Level or Equivalent,South Region,0,150,N,61.2,Pass,0
AAA,2013J,2312620,F,35-55,20-30%,HE Qualification,East Midlands Region,0,60,N,32,Withdrawn,1
AAA,2013J,2318055,M,35-55,90-100%,A Level or Equivalent,Wales,0,60,N,75.8,Withdrawn,1
AAA,2013J,2324976,F,35-55,90-100%,HE Qualification,Scotland,0,60,N,0,Withdrawn,1
AAA,2013J,2329342,F,35-55,40-50%,Lower Than A Level,East Anglian Region,0,120,N,57.2,Pass,0
AAA,2013J,2339528,F,0-35,40-50%,Lower Than A Level,London Region,0,60,N,80,Distinction,0
AAA,2013J,2342426,M,35-55,20-30%,Lower Than A Level,Yorkshire Region,0,60,N,73.2,Fail,0
AAA,2013J,2344901,F,0-35,60-70%,A Level or Equivalent,Yorkshire Region,0,60,N,51.5,Fail,0
AAA,2013J,2358056,F,0-35,,HE Qualification,North Region,0,60,N,67.8,Fail,0
AAA,2013J,2358969,F,0-35,70-80%,A Level or Equivalent,East Anglian Region,0,180,N,69,Withdrawn,1
AAA,2013J,2364471,F,0-35,90-100%,HE Qualification,Scotland,0,60,Y,83.4,Pass,0
AAA,2013J,2365101,M,0-35,20-30%,HE Qualification,South East Region,0,300,N,0,Withdrawn,1
AAA,2013J,2367155,F,0-35,80-90%,A Level or Equivalent,East Anglian Region,0,120,N,75.6,Pass,0
AAA,2013J,2369266,F,35-55,70-80%,Lower Than A Level,London Region,0,60,N,50.6,Pass,0
AAA,2013J,2376496,F,0-35,20-30%,A Level or Equivalent,East Midlands Region,0,120,N,73.4,Pass,0
AAA,2013J,2391984,M,0-35,90-100%,A Level or Equivalent,South Region,0,60,N,73,Withdrawn,1
AAA,2013J,2411661,F,0-35,80-90%,A Level or Equivalent,South Region,0,120,N,46.8,Fail,0
AAA,2013J,2411778,M,0-35,20-30%,HE Qualification,Scotland,0,120,N,80,Withdrawn,1
AAA,2013J,2412002,M,35-55,50-60%,Lower Than A Level,South West Region,0,90,N,82.8,Distinction,0
AAA,2013J,2412967,F,35-55,80-90%,A Level or Equivalent,South Region,0,60,N,77.6,Pass,0
AAA,2013J,2429854,M,35-55,10-20,A Level or Equivalent,London Region,0,120,Y,51,Withdrawn,1
AAA,2013J,2437837,F,0-35,30-40%,A Level or Equivalent,North Region,0,60,N,74.4,Pass,0
AAA,2013J,2449878,F,0-35,30-40%,A Level or Equivalent,East Midlands Region,0,60,N,60.6,Pass,0
AAA,2013J,2456480,M,35-55,80-90%,Lower Than A Level,Scotland,0,120,N,24.66666667,Fail,0
AAA,2013J,2457256,M,35-55,80-90%,Lower Than A Level,South Region,0,180,N,70,Pass,0
AAA,2013J,2458355,M,35-55,80-90%,Lower Than A Level,London Region,0,60,N,90.6,Pass,0
AAA,2013J,2460080,M,55<=,90-100%,HE Qualification,Scotland,0,60,N,78.8,Pass,0
AAA,2013J,2461190,M,55<=,70-80%,HE Qualification,South Region,0,60,N,56,Fail,0
AAA,2013J,2469673,F,35-55,20-30%,Lower Than A Level,Yorkshire Region,0,60,N,44.5,Fail,0
AAA,2013J,2470694,F,55<=,50-60%,HE Qualification,Scotland,0,60,N,67,Withdrawn,1
AAA,2013J,2479954,M,0-35,40-50%,A Level or Equivalent,North Western Region,0,60,N,79.6,Pass,0
AAA,2013J,2481901,M,35-55,80-90%,Lower Than A Level,Wales,0,60,N,75.8,Pass,0
AAA,2013J,2482700,M,0-35,90-100%,Lower Than A Level,South Region,0,120,N,55.6,Pass,0
AAA,2013J,2486127,F,0-35,90-100%,HE Qualification,East Anglian Region,0,120,N,73.6,Pass,0
AAA,2013J,2498700,F,0-35,40-50%,Lower Than A Level,North Western Region,0,240,N,77.2,Pass,0
AAA,2013J,2516503,M,35-55,40-50%,HE Qualification,South East Region,0,60,N,79.4,Pass,0
AAA,2013J,2518069,M,0-35,90-100%,A Level or Equivalent,East Midlands Region,0,60,N,76.6,Pass,0
AAA,2013J,2521459,F,0-35,10-20,Lower Than A Level,London Region,0,60,N,60.8,Pass,0
AAA,2013J,2523736,M,55<=,20-30%,A Level or Equivalent,North Western Region,0,120,N,61.75,Pass,0
AAA,2013J,2529279,F,35-55,60-70%,HE Qualification,North Western Region,0,60,N,78,Pass,0
AAA,2013J,2532302,F,0-35,80-90%,A Level or Equivalent,East Anglian Region,0,60,N,63.2,Pass,0
AAA,2013J,2536991,M,55<=,90-100%,HE Qualification,South Region,0,60,N,80.8,Distinction,0
AAA,2013J,2542724,F,0-35,40-50%,Lower Than A Level,West Midlands Region,0,60,N,0,Withdrawn,1
AAA,2013J,2550279,F,35-55,,HE Qualification,North Region,0,60,N,62.6,Pass,0
AAA,2013J,2551220,F,0-35,90-100%,Lower Than A Level,South Region,0,60,N,64.8,Pass,0
AAA,2013J,2552472,F,35-55,80-90%,HE Qualification,South Region,0,120,N,53.5,Withdrawn,1
AAA,2013J,2555340,F,35-55,90-100%,HE Qualification,South Region,0,60,N,80.6,Pass,0
AAA,2013J,2557283,M,55<=,80-90%,HE Qualification,Yorkshire Region,0,60,N,81.2,Pass,0
AAA,2013J,2559575,M,0-35,30-40%,Lower Than A Level,South West Region,0,60,N,71.2,Pass,0
AAA,2013J,2562034,M,0-35,70-80%,A Level or Equivalent,East Anglian Region,0,60,N,65.4,Pass,0
AAA,2013J,2566163,F,0-35,80-90%,A Level or Equivalent,South Region,0,60,N,71.8,Pass,0
AAA,2013J,2566592,F,35-55,90-100%,A Level or Equivalent,South Region,0,60,N,71.8,Pass,0
AAA,2013J,2569324,M,0-35,90-100%,A Level or Equivalent,South Region,0,120,N,71.2,Withdrawn,1
AAA,2013J,2574528,M,35-55,,HE Qualification,Ireland,0,60,N,75.4,Pass,0
AAA,2013J,2574583,M,35-55,70-80%,Lower Than A Level,Yorkshire Region,0,60,N,70.8,Pass,0
AAA,2013J,2576122,M,0-35,70-80%,A Level or Equivalent,North Western Region,0,60,N,64,Withdrawn,1
AAA,2013J,2578995,F,0-35,10-20,A Level or Equivalent,West Midlands Region,0,60,Y,79.6,Pass,0
AAA,2013J,2586560,F,35-55,80-90%,Lower Than A Level,East Anglian Region,0,60,N,73.6,Pass,0
AAA,2013J,2594139,F,0-35,50-60%,A Level or Equivalent,South West Region,0,60,N,76,Pass,0
AAA,2013J,2598871,F,35-55,80-90%,A Level or Equivalent,East Anglian Region,0,60,N,72.6,Pass,0
AAA,2013J,2599352,F,0-35,30-40%,A Level or Equivalent,Scotland,0,120,N,76.4,Pass,0
AAA,2013J,2600688,M,0-35,20-30%,A Level or Equivalent,West Midlands Region,0,60,N,70,Pass,0
AAA,2013J,2606098,F,0-35,90-100%,A Level or Equivalent,East Midlands Region,0,60,N,71.4,Pass,0
AAA,2013J,2613116,F,35-55,10-20,Lower Than A Level,London Region,0,60,N,78.2,Pass,0
AAA,2013J,2617002,F,0-35,80-90%,A Level or Equivalent,Yorkshire Region,0,60,N,64.8,Pass,0
AAA,2013J,2620584,M,0-35,40-50%,A Level or Equivalent,West Midlands Region,0,60,Y,0,Fail,0
AAA,2013J,2639449,M,0-35,10-20,A Level or Equivalent,East Midlands Region,0,120,N,56,Pass,0
AAA,2013J,2639540,F,35-55,90-100%,A Level or Equivalent,North Western Region,0,60,N,79.4,Pass,0
AAA,2013J,2639641,M,35-55,30-40%,Lower Than A Level,South East Region,0,120,N,65.6,Pass,0
AAA,2013J,2641155,M,35-55,50-60%,Lower Than A Level,East Midlands Region,0,60,N,79.2,Pass,0
AAA,2013J,2643002,F,35-55,80-90%,A Level or Equivalent,South West Region,0,60,N,51.2,Pass,0
AAA,2013J,2645733,F,0-35,40-50%,A Level or Equivalent,South West Region,0,180,N,82.6,Pass,0
AAA,2013J,2649826,M,35-55,60-70%,Lower Than A Level,East Anglian Region,0,60,N,83.4,Distinction,0
AAA,2013J,2650282,M,35-55,0-10%,A Level or Equivalent,London Region,0,60,N,84.2,Pass,0
AAA,2013J,2664024,M,35-55,90-100%,HE Qualification,South East Region,0,60,N,63.2,Pass,0
AAA,2013J,2666246,M,0-35,90-100%,A Level or Equivalent,North Western Region,0,60,N,76,Pass,0
AAA,2013J,2669816,M,0-35,90-100%,A Level or Equivalent,Yorkshire Region,0,60,N,57.2,Fail,0
AAA,2013J,2671132,M,55<=,20-30%,HE Qualification,London Region,0,60,N,68.8,Pass,0
AAA,2013J,2676809,F,0-35,10-20,HE Qualification,North Region,0,150,N,43.33333333,Fail,0
AAA,2013J,2678643,F,0-35,80-90%,A Level or Equivalent,South Region,0,60,N,71.4,Pass,0
AAA,2013J,2685865,F,0-35,30-40%,Lower Than A Level,East Midlands Region,0,60,N,78.6,Pass,0
AAA,2013J,2688067,M,0-35,10-20,A Level or Equivalent,East Anglian Region,0,60,N,67.8,Pass,0
AAA,2013J,2689958,M,35-55,40-50%,A Level or Equivalent,East Anglian Region,0,60,N,81.6,Distinction,0
AAA,2013J,2691206,F,0-35,50-60%,A Level or Equivalent,West Midlands Region,0,60,N,84.8,Distinction,0
AAA,2013J,2691244,M,35-55,40-50%,A Level or Equivalent,South Region,0,180,N,58.25,Pass,0
AAA,2013J,2694424,M,35-55,70-80%,A Level or Equivalent,East Anglian Region,0,120,N,79.4,Pass,0
AAA,2013J,2698257,M,0-35,60-70%,Lower Than A Level,East Midlands Region,0,120,N,67.8,Pass,0
AAA,2014J,6516,M,55<=,80-90%,HE Qualification,Scotland,0,60,N,61.8,Pass,0
AAA,2014J,24734,F,0-35,60-70%,Lower Than A Level,South Region,0,60,N,46.8,Pass,0
AAA,2014J,26192,F,35-55,60-70%,A Level or Equivalent,East Anglian Region,0,60,N,86.2,Distinction,0
AAA,2014J,28061,M,35-55,40-50%,Lower Than A Level,Yorkshire Region,0,60,N,77.6,Pass,0
AAA,2014J,31600,F,0-35,40-50%,A Level or Equivalent,South West Region,0,60,N,54.8,Pass,0
AAA,2014J,46844,M,35-55,30-40%,HE Qualification,North Region,0,60,N,64.8,Pass,0
AAA,2014J,52765,F,35-55,0-10%,Lower Than A Level,Yorkshire Region,0,120,N,63,Pass,0
AAA,2014J,55104,F,0-35,60-70%,A Level or Equivalent,West Midlands Region,0,60,N,71,Pass,0
AAA,2014J,58071,M,55<=,90-100%,HE Qualification,East Anglian Region,0,60,N,76,Pass,0
AAA,2014J,58316,F,0-35,70-80%,A Level or Equivalent,Wales,0,120,N,73.4,Pass,0
AAA,2014J,62487,F,0-35,10-20,A Level or Equivalent,East Midlands Region,0,60,N,71.6,Pass,0
AAA,2014J,63165,M,35-55,80-90%,A Level or Equivalent,South East Region,0,60,N,51.4,Pass,0
AAA,2014J,65002,F,0-35,70-80%,A Level or Equivalent,East Anglian Region,0,60,N,67,Withdrawn,1
AAA,2014J,70011,F,0-35,40-50%,HE Qualification,Scotland,0,60,N,80.2,Pass,0
AAA,2014J,75255,M,0-35,40-50%,A Level or Equivalent,North Western Region,0,120,N,81.8,Pass,0
AAA,2014J,79403,M,35-55,80-90%,Lower Than A Level,South Region,0,60,N,60.66666667,Withdrawn,1
AAA,2014J,85092,F,0-35,30-40%,Lower Than A Level,South West Region,0,60,N,58,Pass,0
AAA,2014J,85144,M,35-55,50-60%,A Level or Equivalent,Scotland,0,60,N,77.6,Pass,0
AAA,2014J,85302,M,35-55,80-90%,Lower Than A Level,London Region,0,60,N,71.2,Pass,0
AAA,2014J,87431,M,35-55,10-20,Lower Than A Level,South East Region,0,60,N,50,Withdrawn,1
AAA,2014J,94961,M,35-55,70-80%,Lower Than A Level,South Region,0,60,N,65.33333333,Withdrawn,1
AAA,2014J,95755,M,0-35,90-100%,Lower Than A Level,South East Region,0,60,N,45,Withdrawn,1
AAA,2014J,101116,F,35-55,60-70%,Lower Than A Level,East Anglian Region,0,60,N,82.6,Pass,0
AAA,2014J,107489,F,0-35,20-30%,HE Qualification,London Region,0,60,N,82,Pass,0
AAA,2014J,108872,M,55<=,80-90%,HE Qualification,London Region,0,60,N,61.8,Pass,0
AAA,2014J,109155,F,0-35,90-100%,HE Qualification,South Region,0,60,N,67.8,Pass,0
AAA,2014J,111512,M,0-35,40-50%,A Level or Equivalent,Wales,0,60,N,0,Fail,0
AAA,2014J,117818,F,35-55,40-50%,A Level or Equivalent,London Region,0,60,N,57.6,Pass,0
AAA,2014J,119902,F,35-55,60-70%,A Level or Equivalent,South West Region,0,60,N,67,Withdrawn,1
AAA,2014J,121349,F,35-55,40-50%,A Level or Equivalent,South West Region,1,60,N,76,Pass,0
AAA,2014J,124064,F,0-35,60-70%,A Level or Equivalent,South East Region,0,120,N,87.2,Distinction,0
AAA,2014J,125018,M,35-55,70-80%,HE Qualification,South Region,0,60,N,64.8,Pass,0
AAA,2014J,129955,M,0-35,50-60%,A Level or Equivalent,West Midlands Region,0,60,N,81,Withdrawn,1
AAA,2014J,130034,F,35-55,60-70%,A Level or Equivalent,East Anglian Region,0,60,N,78.4,Pass,0
AAA,2014J,130547,F,35-55,70-80%,A Level or Equivalent,South Region,0,60,N,58.4,Pass,0
AAA,2014J,130636,M,0-35,10-20,A Level or Equivalent,South East Region,0,60,N,60,Pass,0
AAA,2014J,131390,M,35-55,90-100%,A Level or Equivalent,East Anglian Region,0,60,N,78.6,Pass,0
AAA,2014J,133816,F,35-55,70-80%,A Level or Equivalent,South Region,0,60,N,65.4,Pass,0
AAA,2014J,133922,M,0-35,0-10%,Lower Than A Level,North Region,0,60,N,78.2,Pass,0
AAA,2014J,135335,F,0-35,20-30%,Lower Than A Level,East Anglian Region,0,180,N,0,Withdrawn,1
AAA,2014J,135400,F,35-55,90-100%,Lower Than A Level,South East Region,0,60,Y,53.14285714,Withdrawn,1
AAA,2014J,135471,M,35-55,90-100%,Lower Than A Level,East Anglian Region,0,60,N,84,Distinction,0
AAA,2014J,139033,M,35-55,90-100%,A Level or Equivalent,South East Region,0,60,N,61,Fail,0
AAA,2014J,141377,M,0-35,90-100%,A Level or Equivalent,South West Region,0,345,N,48.83333333,Withdrawn,1
AAA,2014J,141506,M,35-55,20-30%,A Level or Equivalent,Scotland,0,60,N,75,Fail,0
AAA,2014J,146503,M,35-55,30-40%,Lower Than A Level,East Anglian Region,0,120,Y,63.4,Pass,0
AAA,2014J,147756,M,0-35,60-70%,Lower Than A Level,North Region,0,120,N,68.66666667,Fail,0
AAA,2014J,148993,F,35-55,30-40%,A Level or Equivalent,North Western Region,0,60,Y,79.5,Withdrawn,1
AAA,2014J,149741,F,35-55,20-30%,A Level or Equivalent,Scotland,0,60,N,66.4,Pass,0
AAA,2014J,149962,M,0-35,60-70%,A Level or Equivalent,West Midlands Region,0,60,N,68.4,Pass,0
AAA,2014J,151587,F,0-35,0-10%,A Level or Equivalent,Wales,0,120,N,67,Withdrawn,1
AAA,2014J,152668,F,0-35,90-100%,Lower Than A Level,South Region,0,60,N,71,Withdrawn,1
AAA,2014J,155984,F,0-35,70-80%,Lower Than A Level,East Anglian Region,0,60,N,78.14285714,Withdrawn,1
AAA,2014J,158707,F,0-35,80-90%,A Level or Equivalent,South East Region,0,60,N,74,Withdrawn,1
AAA,2014J,159954,M,35-55,40-50%,A Level or Equivalent,East Midlands Region,0,60,N,68.2,Withdrawn,1
AAA,2014J,164944,F,0-35,40-50%,A Level or Equivalent,East Anglian Region,0,60,Y,62.4,Pass,0
AAA,2014J,165226,F,0-35,30-40%,A Level or Equivalent,Wales,0,60,N,77,Fail,0
AAA,2014J,167961,M,55<=,70-80%,HE Qualification,South West Region,0,60,N,76,Pass,0
AAA,2014J,174024,M,35-55,10-20,A Level or Equivalent,North Region,0,60,N,60.4,Pass,0
AAA,2014J,174094,F,35-55,30-40%,Lower Than A Level,South East Region,0,60,Y,75.4,Pass,0
AAA,2014J,174745,F,35-55,70-80%,A Level or Equivalent,East Midlands Region,0,60,N,65,Pass,0
AAA,2014J,175447,M,35-55,50-60%,A Level or Equivalent,London Region,0,60,N,69.6,Pass,0
AAA,2014J,175772,F,35-55,90-100%,HE Qualification,East Anglian Region,0,270,N,85,Withdrawn,1
AAA,2014J,183057,M,0-35,90-100%,Lower Than A Level,Wales,0,60,N,65.6,Pass,0
AAA,2014J,185350,M,35-55,10-20,Lower Than A Level,Yorkshire Region,0,60,N,59.6,Fail,0
AAA,2014J,188278,M,35-55,70-80%,A Level or Equivalent,Yorkshire Region,0,120,N,71.66666667,Withdrawn,1
AAA,2014J,199636,M,35-55,30-40%,A Level or Equivalent,East Anglian Region,0,60,N,75.8,Pass,0
AAA,2014J,199897,M,35-55,10-20,HE Qualification,East Midlands Region,0,60,N,69.4,Pass,0
AAA,2014J,200804,M,0-35,90-100%,A Level or Equivalent,South Region,0,60,N,66,Pass,0
AAA,2014J,205494,M,35-55,30-40%,HE Qualification,South West Region,0,60,N,66.4,Pass,0
AAA,2014J,228021,M,35-55,40-50%,A Level or Equivalent,Scotland,0,60,N,83,Distinction,0
AAA,2014J,228383,M,0-35,50-60%,HE Qualification,Yorkshire Region,0,60,N,70.6,Pass,0
AAA,2014J,232307,M,35-55,50-60%,Lower Than A Level,South Region,0,60,N,66.2,Pass,0
AAA,2014J,235068,F,35-55,30-40%,Lower Than A Level,East Midlands Region,0,60,N,59.6,Pass,0
AAA,2014J,235507,M,0-35,90-100%,A Level or Equivalent,Yorkshire Region,0,240,N,57.83333333,Withdrawn,1
AAA,2014J,236875,M,0-35,40-50%,A Level or Equivalent,West Midlands Region,0,60,N,46.4,Pass,0
AAA,2014J,237274,M,0-35,10-20,A Level or Equivalent,Yorkshire Region,0,60,N,72.4,Pass,0
AAA,2014J,243510,F,0-35,60-70%,Lower Than A Level,South West Region,0,60,N,43.6,Fail,0
AAA,2014J,244246,F,0-35,60-70%,A Level or Equivalent,South East Region,0,60,N,67.2,Pass,0
AAA,2014J,248581,F,0-35,40-50%,A Level or Equivalent,West Midlands Region,0,60,N,85,Distinction,0
AAA,2014J,252073,F,35-55,30-40%,A Level or Equivalent,Yorkshire Region,0,120,N,49,Pass,0
AAA,2014J,254625,M,35-55,20-30%,A Level or Equivalent,Wales,0,60,N,82.8,Distinction,0
AAA,2014J,258587,M,35-55,10-20,A Level or Equivalent,South West Region,0,60,N,80.6,Distinction,0
AAA,2014J,260355,F,35-55,80-90%,A Level or Equivalent,London Region,0,60,N,57.5,Withdrawn,1
AAA,2014J,260623,M,0-35,40-50%,Lower Than A Level,South East Region,0,60,N,70.2,Pass,0
AAA,2014J,263251,M,35-55,40-50%,A Level or Equivalent,East Anglian Region,0,60,N,74,Pass,0
AAA,2014J,263543,M,35-55,90-100%,Lower Than A Level,East Anglian Region,0,60,N,79.6,Pass,0
AAA,2014J,263952,M,35-55,,Lower Than A Level,North Region,0,60,N,88.8,Distinction,0
AAA,2014J,266524,F,0-35,30-40%,A Level or Equivalent,South Region,0,240,N,53.8,Pass,0
AAA,2014J,268733,M,0-35,30-40%,A Level or Equivalent,East Anglian Region,0,180,N,43,Withdrawn,1
AAA,2014J,273346,M,35-55,70-80%,Lower Than A Level,East Midlands Region,0,60,N,81.8,Pass,0
AAA,2014J,274947,M,0-35,40-50%,Lower Than A Level,East Anglian Region,0,120,N,54,Withdrawn,1
AAA,2014J,275674,F,0-35,20-30%,A Level or Equivalent,London Region,0,60,N,45,Withdrawn,1
AAA,2014J,275792,F,0-35,50-60%,HE Qualification,East Anglian Region,0,60,N,73,Pass,0
AAA,2014J,277123,F,35-55,70-80%,A Level or Equivalent,East Midlands Region,0,60,N,46,Fail,0
AAA,2014J,277880,F,0-35,60-70%,A Level or Equivalent,South East Region,0,60,N,67.66666667,Withdrawn,1
AAA,2014J,281077,F,0-35,50-60%,HE Qualification,East Anglian Region,0,60,N,72.4,Pass,0
AAA,2014J,281636,F,0-35,20-30%,A Level or Equivalent,West Midlands Region,0,60,N,83,Pass,0
AAA,2014J,285315,M,0-35,70-80%,HE Qualification,East Anglian Region,0,60,N,86.2,Pass,0
AAA,2014J,287040,F,35-55,40-50%,A Level or Equivalent,East Anglian Region,0,90,N,72.8,Pass,0
AAA,2014J,287204,M,0-35,0-10%,A Level or Equivalent,Scotland,0,60,N,73.6,Pass,0
AAA,2014J,287210,M,35-55,70-80%,A Level or Equivalent,Scotland,0,60,N,73.4,Pass,0
AAA,2014J,288994,M,0-35,30-40%,A Level or Equivalent,Scotland,0,120,N,0,Fail,0
AAA,2014J,289449,M,35-55,90-100%,HE Qualification,East Midlands Region,0,60,N,75.2,Pass,0
AAA,2014J,290164,F,35-55,30-40%,HE Qualification,Scotland,0,60,N,66,Pass,0
AAA,2014J,292525,M,0-35,70-80%,A Level or Equivalent,South Region,0,60,N,84.6,Pass,0
AAA,2014J,292775,M,0-35,40-50%,A Level or Equivalent,South East Region,0,60,N,81.6,Pass,0
AAA,2014J,293824,F,35-55,50-60%,A Level or Equivalent,South West Region,0,60,N,60,Pass,0
AAA,2014J,294496,M,35-55,10-20,A Level or Equivalent,North Western Region,0,60,Y,80.6,Pass,0
AAA,2014J,294655,M,35-55,70-80%,A Level or Equivalent,Wales,0,60,N,77.6,Fail,0
AAA,2014J,295060,M,0-35,70-80%,A Level or Equivalent,East Anglian Region,0,60,N,67,Fail,0
AAA,2014J,295075,M,55<=,70-80%,HE Qualification,South Region,0,60,N,64,Pass,0
AAA,2014J,296424,M,35-55,30-40%,A Level or Equivalent,Scotland,0,60,N,77.2,Pass,0
AAA,2014J,298034,M,35-55,70-80%,A Level or Equivalent,Scotland,0,120,N,72.8,Fail,0
AAA,2014J,298838,F,0-35,70-80%,A Level or Equivalent,Yorkshire Region,0,60,N,79.2,Pass,0
AAA,2014J,301967,M,0-35,20-30%,A Level or Equivalent,South West Region,0,60,N,52.8,Pass,0
AAA,2014J,302476,M,0-35,70-80%,A Level or Equivalent,South East Region,0,60,N,85.2,Distinction,0
AAA,2014J,303521,F,35-55,20-30%,A Level or Equivalent,Ireland,0,60,N,80.4,Pass,0
AAA,2014J,303985,F,0-35,70-80%,HE Qualification,Scotland,1,60,N,74.8,Pass,0
AAA,2014J,304465,F,0-35,50-60%,A Level or Equivalent,West Midlands Region,0,60,N,75.6,Pass,0
AAA,2014J,306646,M,0-35,80-90%,A Level or Equivalent,South Region,0,60,N,52.8,Pass,0
AAA,2014J,309142,F,35-55,90-100%,A Level or Equivalent,South Region,0,60,N,66,Pass,0
AAA,2014J,310412,F,35-55,40-50%,A Level or Equivalent,London Region,0,60,N,76,Pass,0
AAA,2014J,311235,M,35-55,50-60%,A Level or Equivalent,South West Region,0,60,N,65.8,Pass,0
AAA,2014J,311659,M,0-35,70-80%,A Level or Equivalent,East Anglian Region,0,120,N,0,Fail,0
